     2    0.61603E-01    0.40693E-05    0.21003E-03
     3    0.57461E-01    0.55295E-05    0.24951E-03
     4    0.53654E-01    0.50854E-05    0.24262E-03
     5    0.50807E-01    0.36237E-05    0.21166E-03
     6    0.48842E-01    0.21346E-05    0.17218E-03
     7    0.47577E-01    0.11245E-05    0.13381E-03
     8    0.46803E-01    0.61824E-06    0.10183E-03
     9    0.46398E-01    0.42066E-06    0.78201E-04
    10    0.46287E-01    0.34478E-06    0.63152E-04
    11    0.46372E-01    0.29834E-06    0.55679E-04
    12    0.46639E-01    0.26327E-06    0.54101E-04
    13    0.47028E-01    0.24190E-06    0.56009E-04
    14    0.47476E-01    0.23624E-06    0.59177E-04
    15    0.47999E-01    0.23981E-06    0.62797E-04
    16    0.48620E-01    0.24622E-06    0.66478E-04
    17    0.49333E-01    0.25768E-06    0.70086E-04
    18    0.50120E-01    0.27836E-06    0.73566E-04
    19    0.50953E-01    0.31148E-06    0.76910E-04
    20    0.51808E-01    0.35944E-06    0.80194E-04
    21    0.52681E-01    0.42210E-06    0.83774E-04
    22    0.53578E-01    0.49844E-06    0.87948E-04
    23    0.54497E-01    0.58647E-06    0.92496E-04
    24    0.55441E-01    0.68447E-06    0.97071E-04
    25    0.56407E-01    0.79283E-06    0.10135E-03
    26    0.57393E-01    0.91214E-06    0.10508E-03
    27    0.58399E-01    0.10418E-05    0.10823E-03
    28    0.59424E-01    0.11815E-05    0.11082E-03
    29    0.60466E-01    0.13336E-05    0.11279E-03
    30    0.61523E-01    0.15004E-05    0.11415E-03
    31    0.62595E-01    0.16828E-05    0.11503E-03
    32    0.63682E-01    0.18809E-05    0.11557E-03
    33    0.64784E-01    0.20940E-05    0.11563E-03
    34    0.65900E-01    0.23218E-05    0.11508E-03
    35    0.67028E-01    0.25665E-05    0.11398E-03
    36    0.68166E-01    0.28302E-05    0.11241E-03
    37    0.69315E-01    0.31123E-05    0.11033E-03
    38    0.70478E-01    0.34114E-05    0.10768E-03
    39    0.71654E-01    0.37278E-05    0.10433E-03
    40    0.72842E-01    0.40618E-05    0.10016E-03
    41    0.74041E-01    0.44137E-05    0.95079E-04
    42    0.75252E-01    0.47845E-05    0.89100E-04
    43    0.76478E-01    0.51750E-05    0.82270E-04
    44    0.77720E-01    0.55862E-05    0.74633E-04
    45    0.78982E-01    0.60189E-05    0.66233E-04
    46    0.80263E-01    0.64739E-05    0.57101E-04
    47    0.81562E-01    0.69510E-05    0.47197E-04
    48    0.82875E-01    0.74499E-05    0.36468E-04
    49    0.84200E-01    0.79701E-05    0.24858E-04
    50    0.85533E-01    0.85113E-05    0.12314E-04
    51    0.86871E-01    0.90732E-05   -0.12079E-05
    52    0.88216E-01    0.96561E-05   -0.15703E-04
    53    0.89572E-01    0.10260E-04   -0.31154E-04
    54    0.90940E-01    0.10886E-04   -0.47548E-04
    55    0.92323E-01    0.11534E-04   -0.64866E-04
    56    0.93724E-01    0.12204E-04   -0.83098E-04
    57    0.95143E-01    0.12897E-04   -0.10225E-03
    58    0.96578E-01    0.13611E-04   -0.12233E-03
    59    0.98029E-01    0.14347E-04   -0.14335E-03
    60    0.99495E-01    0.15105E-04   -0.16532E-03
    61    0.10098E+00    0.15884E-04   -0.18825E-03
    62    0.10247E+00    0.16684E-04   -0.21213E-03
    63    0.10398E+00    0.17505E-04   -0.23697E-03
    64    0.10551E+00    0.18346E-04   -0.26275E-03
    65    0.10706E+00    0.19207E-04   -0.28947E-03
    66    0.10862E+00    0.20088E-04   -0.31712E-03
    67    0.11020E+00    0.20988E-04   -0.34571E-03
    68    0.11180E+00    0.21906E-04   -0.37520E-03
    69    0.11341E+00    0.22843E-04   -0.40561E-03
    70    0.11504E+00    0.23798E-04   -0.43691E-03
    71    0.11669E+00    0.24770E-04   -0.46909E-03
    72    0.11835E+00    0.25759E-04   -0.50215E-03
    73    0.12004E+00    0.26764E-04   -0.53605E-03
    74    0.12174E+00    0.27785E-04   -0.57078E-03
    75    0.12345E+00    0.28821E-04   -0.60633E-03
    76    0.12519E+00    0.29872E-04   -0.64268E-03
    77    0.12694E+00    0.30936E-04   -0.67980E-03
    78    0.12871E+00    0.32013E-04   -0.71770E-03
    79    0.13050E+00    0.33103E-04   -0.75634E-03
    80    0.13230E+00    0.34204E-04   -0.79571E-03
    81    0.13412E+00    0.35315E-04   -0.83581E-03
    82    0.13596E+00    0.36435E-04   -0.87660E-03
    83    0.13782E+00    0.37565E-04   -0.91805E-03
    84    0.13970E+00    0.38703E-04   -0.96015E-03
    85    0.14159E+00    0.39848E-04   -0.10029E-02
    86    0.14350E+00    0.40999E-04   -0.10462E-02
