     2    0.59019E-01    0.14358E-05    0.12177E-03
     3    0.55650E-01    0.29332E-05    0.16890E-03
     4    0.52452E-01    0.41440E-05    0.18713E-03
     5    0.49972E-01    0.47194E-05    0.18527E-03
     6    0.48159E-01    0.45937E-05    0.17196E-03
     7    0.46902E-01    0.39287E-05    0.15356E-03
     8    0.46077E-01    0.29996E-05    0.13421E-03
     9    0.45578E-01    0.20796E-05    0.11634E-03
    10    0.45365E-01    0.13600E-05    0.10105E-03
    11    0.45390E-01    0.92063E-06    0.88773E-04
    12    0.45660E-01    0.74319E-06    0.79653E-04
    13    0.46105E-01    0.73853E-06    0.73472E-04
    14    0.46653E-01    0.80882E-06    0.69893E-04
    15    0.47304E-01    0.87678E-06    0.68466E-04
    16    0.48073E-01    0.88390E-06    0.68710E-04
    17    0.48958E-01    0.82649E-06    0.70139E-04
    18    0.49948E-01    0.71884E-06    0.72278E-04
    19    0.51014E-01    0.59240E-06    0.74717E-04
    20    0.52126E-01    0.47932E-06    0.77079E-04
    21    0.53280E-01    0.39744E-06    0.79046E-04
    22    0.54478E-01    0.35699E-06    0.80379E-04
    23    0.55716E-01    0.35191E-06    0.81082E-04
    24    0.56992E-01    0.37181E-06    0.81222E-04
    25    0.58303E-01    0.40518E-06    0.80863E-04
    26    0.59645E-01    0.44190E-06    0.80079E-04
    27    0.61018E-01    0.47850E-06    0.78990E-04
    28    0.62417E-01    0.51429E-06    0.77720E-04
    29    0.63842E-01    0.55281E-06    0.76370E-04
    30    0.65289E-01    0.59838E-06    0.75037E-04
    31    0.66758E-01    0.65411E-06    0.73848E-04
    32    0.68245E-01    0.72205E-06    0.72894E-04
    33    0.69751E-01    0.80129E-06    0.72099E-04
    34    0.71275E-01    0.89024E-06    0.71375E-04
    35    0.72814E-01    0.98755E-06    0.70750E-04
    36    0.74368E-01    0.10922E-05    0.70253E-04
    37    0.75938E-01    0.12035E-05    0.69772E-04
    38    0.77522E-01    0.13216E-05    0.69173E-04
    39    0.79120E-01    0.14468E-05    0.68359E-04
    40    0.80730E-01    0.15799E-05    0.67242E-04
    41    0.82349E-01    0.17215E-05    0.65744E-04
    42    0.83980E-01    0.18717E-05    0.63817E-04
    43    0.85624E-01    0.20303E-05    0.61422E-04
    44    0.87282E-01    0.21972E-05    0.58520E-04
    45    0.88957E-01    0.23722E-05    0.55072E-04
    46    0.90648E-01    0.25554E-05    0.51049E-04
    47    0.92353E-01    0.27470E-05    0.46467E-04
    48    0.94068E-01    0.29474E-05    0.41352E-04
    49    0.95789E-01    0.31570E-05    0.35730E-04
    50    0.97512E-01    0.33760E-05    0.29628E-04
    51    0.99235E-01    0.36048E-05    0.23067E-04
    52    0.10096E+00    0.38438E-05    0.16054E-04
    53    0.10268E+00    0.40932E-05    0.85906E-05
    54    0.10442E+00    0.43533E-05    0.67942E-06
    55    0.10615E+00    0.46246E-05   -0.76775E-05
    56    0.10790E+00    0.49070E-05   -0.16482E-04
    57    0.10966E+00    0.52004E-05   -0.25749E-04
    58    0.11142E+00    0.55043E-05   -0.35501E-04
    59    0.11319E+00    0.58184E-05   -0.45757E-04
    60    0.11497E+00    0.61423E-05   -0.56536E-04
    61    0.11675E+00    0.64757E-05   -0.67861E-04
    62    0.11854E+00    0.68191E-05   -0.79753E-04
    63    0.12033E+00    0.71732E-05   -0.92234E-04
    64    0.12212E+00    0.75384E-05   -0.10533E-03
    65    0.12392E+00    0.79155E-05   -0.11906E-03
    66    0.12573E+00    0.83048E-05   -0.13344E-03
    67    0.12754E+00    0.87062E-05   -0.14844E-03
    68    0.12935E+00    0.91190E-05   -0.16402E-03
    69    0.13117E+00    0.95429E-05   -0.18015E-03
    70    0.13300E+00    0.99773E-05   -0.19679E-03
