     2    0.60657E-01    0.28561E-05    0.17278E-03
     3    0.56776E-01    0.46607E-05    0.22016E-03
     4    0.53136E-01    0.51969E-05    0.22792E-03
     5    0.50344E-01    0.45602E-05    0.21216E-03
     6    0.48342E-01    0.33273E-05    0.18517E-03
     7    0.46994E-01    0.20922E-05    0.15485E-03
     8    0.46125E-01    0.12002E-05    0.12592E-03
     9    0.45612E-01    0.71366E-06    0.10099E-03
    10    0.45394E-01    0.51866E-06    0.81489E-04
    11    0.45389E-01    0.46025E-06    0.68015E-04
    12    0.45580E-01    0.42541E-06    0.60484E-04
    13    0.45901E-01    0.38559E-06    0.57576E-04
    14    0.46287E-01    0.33707E-06    0.57801E-04
    15    0.46748E-01    0.29750E-06    0.60144E-04
    16    0.47304E-01    0.28419E-06    0.63734E-04
    17    0.47951E-01    0.29152E-06    0.67803E-04
    18    0.48673E-01    0.30910E-06    0.71684E-04
    19    0.49443E-01    0.33018E-06    0.75000E-04
    20    0.50235E-01    0.35110E-06    0.77573E-04
    21    0.51046E-01    0.37682E-06    0.79719E-04
    22    0.51881E-01    0.41355E-06    0.81803E-04
    23    0.52740E-01    0.46380E-06    0.83894E-04
    24    0.53624E-01    0.52875E-06    0.86017E-04
    25    0.54529E-01    0.60783E-06    0.88305E-04
    26    0.55450E-01    0.69984E-06    0.90864E-04
    27    0.56387E-01    0.80286E-06    0.93577E-04
    28    0.57342E-01    0.91536E-06    0.96281E-04
    29    0.58314E-01    0.10383E-05    0.98844E-04
    30    0.59299E-01    0.11725E-05    0.10114E-03
    31    0.60298E-01    0.13169E-05    0.10299E-03
    32    0.61310E-01    0.14702E-05    0.10425E-03
    33    0.62337E-01    0.16333E-05    0.10479E-03
    34    0.63377E-01    0.18075E-05    0.10454E-03
    35    0.64429E-01    0.19943E-05    0.10369E-03
    36    0.65492E-01    0.21950E-05    0.10244E-03
    37    0.66566E-01    0.24092E-05    0.10066E-03
    38    0.67654E-01    0.26364E-05    0.98201E-04
    39    0.68753E-01    0.28778E-05    0.95137E-04
    40    0.69861E-01    0.31347E-05    0.91588E-04
    41    0.70976E-01    0.34080E-05    0.87641E-04
    42    0.72101E-01    0.36976E-05    0.83228E-04
    43    0.73237E-01    0.40031E-05    0.78245E-04
    44    0.74388E-01    0.43238E-05    0.72589E-04
    45    0.75555E-01    0.46595E-05    0.66156E-04
    46    0.76741E-01    0.50097E-05    0.58868E-04
    47    0.77943E-01    0.53749E-05    0.50758E-04
    48    0.79158E-01    0.57558E-05    0.41885E-04
    49    0.80383E-01    0.61530E-05    0.32309E-04
    50    0.81614E-01    0.65670E-05    0.22087E-04
    51    0.82850E-01    0.69984E-05    0.11262E-04
    52    0.84092E-01    0.74470E-05   -0.19844E-06
    53    0.85341E-01    0.79125E-05   -0.12346E-04
    54    0.86600E-01    0.83946E-05   -0.25230E-04
    55    0.87872E-01    0.88929E-05   -0.38902E-04
    56    0.89157E-01    0.94072E-05   -0.53402E-04
    57    0.90457E-01    0.99376E-05   -0.68726E-04
    58    0.91769E-01    0.10484E-04   -0.84861E-04
    59    0.93093E-01    0.11047E-04   -0.10179E-03
    60    0.94429E-01    0.11627E-04   -0.11951E-03
    61    0.95776E-01    0.12224E-04   -0.13799E-03
    62    0.97134E-01    0.12837E-04   -0.15724E-03
    63    0.98505E-01    0.13466E-04   -0.17727E-03
    64    0.99888E-01    0.14110E-04   -0.19805E-03
    65    0.10128E+00    0.14769E-04   -0.21961E-03
    66    0.10269E+00    0.15444E-04   -0.24193E-03
    67    0.10412E+00    0.16132E-04   -0.26499E-03
    68    0.10556E+00    0.16835E-04   -0.28876E-03
    69    0.10701E+00    0.17551E-04   -0.31323E-03
    70    0.10847E+00    0.18281E-04   -0.33837E-03
    71    0.10995E+00    0.19023E-04   -0.36415E-03
    72    0.11145E+00    0.19779E-04   -0.39058E-03
    73    0.11295E+00    0.20546E-04   -0.41766E-03
