     2    0.60388E-01    0.26147E-05    0.16460E-03
     3    0.56582E-01    0.44257E-05    0.21283E-03
     4    0.52996E-01    0.51288E-05    0.22313E-03
     5    0.50235E-01    0.46950E-05    0.21030E-03
     6    0.48248E-01    0.35867E-05    0.18595E-03
     7    0.46901E-01    0.23609E-05    0.15758E-03
     8    0.46021E-01    0.13988E-05    0.12990E-03
     9    0.45491E-01    0.82554E-06    0.10565E-03
    10    0.45261E-01    0.57356E-06    0.86053E-04
    11    0.45254E-01    0.49873E-06    0.71757E-04
    12    0.45447E-01    0.47135E-06    0.62908E-04
    13    0.45771E-01    0.44148E-06    0.58712E-04
    14    0.46161E-01    0.38894E-06    0.58117E-04
    15    0.46628E-01    0.33422E-06    0.59944E-04
    16    0.47196E-01    0.30228E-06    0.63075E-04
    17    0.47857E-01    0.29516E-06    0.66779E-04
    18    0.48594E-01    0.30784E-06    0.70493E-04
    19    0.49379E-01    0.33018E-06    0.73917E-04
    20    0.50188E-01    0.35315E-06    0.76849E-04
    21    0.51019E-01    0.37741E-06    0.79194E-04
    22    0.51875E-01    0.40640E-06    0.80965E-04
    23    0.52755E-01    0.44530E-06    0.82502E-04
    24    0.53657E-01    0.49857E-06    0.84147E-04
    25    0.54581E-01    0.56637E-06    0.85940E-04
    26    0.55524E-01    0.64771E-06    0.87860E-04
    27    0.56487E-01    0.74130E-06    0.89954E-04
    28    0.57466E-01    0.84585E-06    0.92234E-04
    29    0.58462E-01    0.96035E-06    0.94502E-04
    30    0.59472E-01    0.10843E-05    0.96543E-04
    31    0.60498E-01    0.12185E-05    0.98300E-04
    32    0.61537E-01    0.13639E-05    0.99727E-04
    33    0.62589E-01    0.15190E-05    0.10067E-03
    34    0.63656E-01    0.16829E-05    0.10095E-03
    35    0.64736E-01    0.18566E-05    0.10047E-03
    36    0.65830E-01    0.20418E-05    0.99206E-04
    37    0.66937E-01    0.22398E-05    0.97357E-04
    38    0.68058E-01    0.24514E-05    0.95122E-04
    39    0.69189E-01    0.26768E-05    0.92459E-04
    40    0.70331E-01    0.29160E-05    0.89266E-04
    41    0.71482E-01    0.31690E-05    0.85462E-04
    42    0.72644E-01    0.34362E-05    0.81043E-04
    43    0.73817E-01    0.37176E-05    0.76025E-04
    44    0.75004E-01    0.40135E-05    0.70425E-04
    45    0.76205E-01    0.43243E-05    0.64258E-04
    46    0.77423E-01    0.46499E-05    0.57528E-04
    47    0.78655E-01    0.49908E-05    0.50185E-04
    48    0.79899E-01    0.53470E-05    0.42167E-04
    49    0.81152E-01    0.57189E-05    0.33412E-04
    50    0.82413E-01    0.61065E-05    0.23857E-04
    51    0.83679E-01    0.65101E-05    0.13459E-04
    52    0.84952E-01    0.69295E-05    0.22532E-05
    53    0.86233E-01    0.73646E-05   -0.97089E-05
    54    0.87523E-01    0.78152E-05   -0.22374E-04
    55    0.88824E-01    0.82811E-05   -0.35688E-04
    56    0.90138E-01    0.87621E-05   -0.49614E-04
    57    0.91464E-01    0.92583E-05   -0.64168E-04
    58    0.92802E-01    0.97696E-05   -0.79384E-04
    59    0.94153E-01    0.10296E-04   -0.95293E-04
    60    0.95516E-01    0.10838E-04   -0.11193E-03
