  0.133426E-04  0.125832E+08  0.125832E+08  0.167617E+08  0.167539E+08  0.000000E+00  0.125832E+08
  0.182701E-04  0.161065E+08  0.161065E+08  0.214371E+08  0.214370E+08  0.000000E+00  0.161065E+08
  0.231100E-04  0.176164E+08  0.176164E+08  0.234217E+08  0.234216E+08  0.000000E+00  0.176164E+08
  0.279080E-04  0.184073E+08  0.184073E+08  0.244413E+08  0.244411E+08  0.000000E+00  0.184073E+08
  0.326825E-04  0.188746E+08  0.188746E+08  0.250231E+08  0.250229E+08  0.000000E+00  0.188746E+08
  0.374425E-04  0.191741E+08  0.191741E+08  0.253749E+08  0.253746E+08  0.000000E+00  0.191741E+08
  0.421929E-04  0.193777E+08  0.193777E+08  0.255926E+08  0.255923E+08  0.000000E+00  0.193777E+08
  0.469366E-04  0.195225E+08  0.195225E+08  0.257257E+08  0.257253E+08  0.000000E+00  0.195225E+08
  0.516755E-04  0.196291E+08  0.196291E+08  0.258018E+08  0.258012E+08  0.000000E+00  0.196291E+08
  0.564108E-04  0.197099E+08  0.197099E+08  0.258373E+08  0.258366E+08  0.000000E+00  0.197099E+08
  0.611433E-04  0.197726E+08  0.197726E+08  0.258425E+08  0.258417E+08  0.000000E+00  0.197726E+08
  0.658736E-04  0.198222E+08  0.198222E+08  0.258243E+08  0.258234E+08  0.000000E+00  0.198222E+08
  0.706022E-04  0.198621E+08  0.198621E+08  0.257872E+08  0.257862E+08  0.000000E+00  0.198621E+08
  0.753294E-04  0.198947E+08  0.198947E+08  0.257344E+08  0.257332E+08  0.000000E+00  0.198947E+08
  0.800554E-04  0.199216E+08  0.199216E+08  0.256682E+08  0.256669E+08  0.000000E+00  0.199216E+08
  0.847804E-04  0.199441E+08  0.199441E+08  0.255903E+08  0.255888E+08  0.000000E+00  0.199441E+08
  0.895046E-04  0.199631E+08  0.199631E+08  0.255020E+08  0.255004E+08  0.000000E+00  0.199631E+08
  0.942282E-04  0.199793E+08  0.199793E+08  0.254043E+08  0.254025E+08  0.000000E+00  0.199793E+08
  0.989511E-04  0.199931E+08  0.199931E+08  0.252979E+08  0.252960E+08  0.000000E+00  0.199931E+08
  0.103674E-03  0.200051E+08  0.200051E+08  0.251835E+08  0.251814E+08  0.000000E+00  0.200051E+08
